,내용,별점,재구매,한달사용기,종류,년,월,일
179,매번 빠른 배송합니다~~서비스로 주신 치실 잘쓸께요^^ 와이프가 애들 쓰기 좋다고 좋아하네요,5,1,0,1,2020,1,16
180,몇년째 요기서 칫과칫솔만 써요 배송 빠르고 무배도 넘 좋고 칫솔도 부드렂고 탄력있어 짱이예요,5,0,0,2,2020,1,16
181,몇년째 요기서 칫과칫솔만 써요 배송 빠르고 무배도 넘 좋고 칫솔도 부드렂고 탄력있어 짱이예요,5,0,0,2,2020,1,16
182,항상쓰는제품이에요 만족합니다 ㅎㅎ,5,0,0,2,2020,1,16
183,좋아요~~~ 계속여기서 구매중입니다,5,0,1,2,2020,1,17
184,"교정시작하고나서 찾아보고 주문했는데 좋더라구요. 저번에는 일반모 미세모 반반 주문했는데, 미세모가 더 잘닦이는거 같아서 이번엔 미세모로만 구입했어요~ 교정끝날때까지는 여기서 살거 같네요!",5,0,0,1,2020,1,17
185,이건 일반 쓰던거 남은거 쓰고있는건데 고급이 훨씬 좋아요..근데 모가 좀 빨리 상하는 느낌이에요 ㅜ모든 칫솔이 어쩔수없나바요~,5,1,0,2,2020,1,17
186,교정후 사용중인데 저렴하게 잘쓰고있어요~,5,0,1,6,2020,1,17
187,배송사품중하나가불량이예요ㅜ 누가열었다닫은느낌이라좀찝찝하네요,3,0,0,2,2020,1,17
188,사용해서 좋아서  재구매 핬어요 ㅎ 부드럽게 잘닦이고  좋은것 같아요 그리고 개별 뚜껑도  있어서 어디 여행갈때도   사용하기 좋으네요 저렴한가격에 좋아요  감추입니당^^,5,1,0,2,2020,1,17
189,가성비 갑 이도 맨들맨들 넘 좋아용 자주자주 갈아쓸수 있겟어욘 또사러 올게요,5,0,1,2,2020,1,17
190,색깔별로들어가있었어요 이렇게 꼼꼼하게 올지몰랐는데 역시 가성비는 👍입니다,5,0,0,4,2020,1,17
191,배송도빠르고좋네요ㅎㅎ,5,0,0,7,2020,1,17
192,했어요 배송두빠르고 좋아용,5,1,0,2,2020,1,17
193,늘 쓰던 재품이에요 ㅎㅎ 배송이 빠르구요,5,1,0,1,2020,1,17
194,배송도 빠르고 좋아요 매번 구매하는 제품인데 조금 더 단단한 칫솔모라고 새로 출시되서 구매해봅니다,4,1,0,3,2020,1,18
195,지난번에 사고 두 번째 구매입니다 너무 너무 좋습니다 다른 비싼 칫솔보다 이 칫솔 적극 추천합니다 감사합니다,5,1,0,7,2020,1,18
196,2번째 구매입니다. 정말 만족하면서 쓰고 있어요~ 여태껏 써본 칫솔 중 제일 마음에 들어요! 이번에도 배송 또한 엄청 빨랐습니다. 감사해요!,5,0,0,2,2020,1,18
197,인터넷에서 치과칫솔 산것중 젤 맘에들어요  적당한 텐션감 살아있으면서 부드러운  느낌이네요. 구석구석 잘 닦여서 백프로 만족입니다,5,0,0,7,2020,1,18
198,쓰고 넘 좋아서 엄마보내줄려고 하나 더 구입해썽요,5,0,1,2,2020,1,18
199,믿고쓰는 치과지솔 부드러운 솔이 맘에듭니다.,5,0,1,7,2020,1,18
200,사용하기 좋아요 치과에서 파는거랑 같아요 가격도 좋아요 다쓰고 또 주문할께요,5,0,0,1,2020,1,18
201,칫솔은 좋은거 써야한다고 해서 구매했어요 치과용이라 믿을수 있을꺼같아요,5,0,0,7,2020,1,18
202,치과 전용 칫솔이라 더 신뢰가고 구석구석 닦이는거 같아요 미세모라서 좋아요 재구매할 예정이예요,5,0,1,7,2020,1,18
203,가성비가 좋아요. 치아사이즈에도 잘 맞고요~ 무엇보다 손에 딱 맞는 그립감으로 아이가 아주 좋아해요~,4,0,1,1,2020,1,18
204,부드러운 치과치솔 부담없이 구매해서 더욱 좋습니다 자주바꿔주고 위생도 챙기세요,5,0,1,1,2020,1,18
205,아기치아가 깨끗해요,5,0,1,1,2020,1,19
206,처음 써보는데 꼼꼼하게 잘 닦이는것 같아요 잘 닿지 않는 사랑니까지 잘 닦여요 강추입니다,5,0,0,2,2020,1,19
207,상품은 만족해요 하지만 발송후 택배사에서 4일동안 배송안된상태로 있어 배송이 너무 느렸어요 도착한다는 문자만 이틀간 2번받고 물건왔어요,5,0,0,1,2020,1,19
208,항상구매하는것 좋아요,5,0,0,2,2020,1,19
209,너무 좋아요 감사합니다,5,0,1,2,2020,1,19
210,배송 엄청 빨라요~~ 전에 쓰던게 너무 잘 벌어져서 새로 구매해봤어요.... 후기는.엄청 좋던데 믿고 써보겠습니당~~~^^,5,0,0,1,2020,1,19
211,두번째 주문.그만큼 괜찮은 제품.보철때문에 칫솔모빠지는 타제품들도 사용해보니 이제품이 좋은거였구나 느끼고 두번째 주문했음,5,0,1,1,2020,1,20
212,잘닦이는느낌이 들어서 좋아요,4,0,1,7,2020,1,20
213,"전에는 일반용 사용해봤는데, 이번에는 고급슬림모랑 고급이중슬림모로 사용해봤어요~ 딱딱하지 않고 오래 사용할수 있을거같아요. 가성비로는 이 칫솔이 최고인거 같아요 앞으로도 자주 애용할 예정입니다.",5,0,0,7,2020,1,20
214,잘받았습니다 잘 쓸깨요 감사합니다,3,0,1,2,2020,1,20
215,저렴한가격좋은데 생각만큼 부드럽지는 않은것같아요.. 헤드도 조금만 커도 될것같구요..,4,0,0,1,2020,1,20
216,세번째 쓰는 제품이예요. 없으면 항상 주문합니다. 좋아요.,5,1,1,7,2020,1,20
217,보통형은좀딱딱하고아프다고하네요,5,0,1,6,2020,1,20
218,안전하게 잘 받았습니다,5,0,0,1,2020,1,20
219,"치과에서 처음 써보고 구매를 하게 되었는데, 사이사이 잘 닦여서 너무 좋아요.",5,0,0,2,2020,1,20
220,칫 솔모도 섬세하고 아이가 좋다고하네요.,4,0,1,2,2020,1,21
221,조아용 가격도저렴하고,4,1,0,1,2020,1,21
222,매번쓰는 칫솔입니다 좋아요~,5,0,0,1,2020,1,21
223,모가 얊고 탄력있어 자주 바꿔가며 쓰고있어요.,5,0,0,1,2020,1,21
224,대략 1년 정도 사용 중인데 약한 잇몸에 사용하기 좋으면서도 탄력있어서 칫솔질이 잘 돼요. 다 쓰고 또 재구매 했습니다!,5,0,0,1,2020,1,21
225,늘 사용하는 칫솔 이에요~ 믿고 사용합니다. 치석도 잘 안생기는거 같아요~~,5,0,0,3,2020,1,21
226,늘 사용하는 칫솔이에요~ 구석구석 잘 닦여요~,5,0,0,2,2020,1,21
227,교정시작한 딸아이 치아를 생각해서 검색하고 좋은 댓글들 믿고 구매했습니,5,0,0,1,2020,1,21
228,주니어요므로쓰기조아요~ 어른이쓰기엔 헤드가 좀작은듯해요,5,0,0,2,2020,1,21
229,칫솔 다 떨어지면 항상 여기서 구매하는데 배송도 넘 빠르고 상품도 좋아서 믿고 삽니당 ㅋㅋ 또 다 쓰면 재구매하러 올게요~👍🏻👍🏻,5,0,0,7,2020,1,21
230,안써봤지만 배송은 빨라요 쓰고 한달후기 다시 남길게요 사은 치실 감사합니다^^,4,0,0,7,2020,1,21
231,무난하게 잘 사용하고 있어요 ㅋㅋ 배송도 빨라서 맘에 듭니다,5,0,0,2,2020,1,21
232,배송 빠릅니다 아이가 써보고 좋다고 하네요 재구매하러 올게요,5,0,0,1,2020,1,21
233,배송빠르고 써본칫솔중에 잇몸자극이 덜해서 계속 쓰게되네요,4,1,0,7,2020,1,21
234,잘받았어요 버로오네욯ㅎㅎ,5,1,0,7,2020,1,21
235,개별포장되어있어좋고 반반선택가능하여 좋습니다,4,1,0,7,2020,1,21
236,칫솔의 기본적인 기능에 충실한 좋은 칫솔이에요~,5,1,0,2,2020,1,21
237,배송 빠르네요 미세모 좋아요,5,0,0,2,2020,1,21
238,늘쓰던 제품이에요. 너무좋아요.,5,0,0,2,2020,1,22
239,"교정하신분들,하는 중인 분들은 이 제품을 꼭 쓰셔야 합니다. 사랑니쪽도 잘 닦여요",5,0,0,6,2020,1,22
240,칫솔모가  부드럽고 잘 닦이네요 손잡이가 다소 얇은 듯 하지만 괜찮네요^^ 여기저기 선물 했는데 맘에 들어 했음 좋겠네요ㅎ,5,0,0,7,2020,1,22
241,빨리왔네요. 다만 택배가 우편함에 있어서 찾는데 시간이 좀 걸렸어요,5,0,0,1,2020,1,22
242,사용감도 좋으며 치실서비스도 좋아요 ㅎㅎ 치카치카 잘 하겠습니다!,5,0,0,1,2020,1,22
243,늘쓰던 제품이에요. 너무좋아요^^,5,0,0,2,2020,1,22
244,교정칫솔 필요해서 구매했어요 아직 사용전이라..,4,0,0,1,2020,1,22
245,항상 칫솔 여기서 잘사서 쓰고있습니다,5,1,0,6,2020,1,23
246,항상 사용하는 제품이예요^^ 이번엔 선물하려고 많이 구입했답니다~,5,1,0,1,2020,1,23
247,항상 사용하는 제품이예요^^ 이번엔 선물하려고 많이 구입했답니다~,5,1,0,2,2020,1,23
248,성인용 샀는데 너무 좋아서 아이들것도 다 바꿨어요  확실히 부드럽고 잇몸에 무리안가여,4,1,0,1,2020,1,23
249,빨리 왔어요. 초기교정 중이라 필요합니다.,5,0,0,1,2020,1,23
250,교정하시는분들은 개인적으로 칫솔모 부드러운걸 추천합니다. 두가지 다 사용해봤는데 일반모는 모가 교정기에 걸리고 구석구석 잘안닦입니다.,4,0,0,1,2020,1,23
251,부드럽고 좋아요. 늘 쓰는 제품이에요.,5,0,0,1,2020,1,23
252,항상 사용하는 칫솔인데 저렴한 가격에 너무 만족해요~~ 앞으로도 쭉~~ 애용하겠습니다~~^^,5,1,0,2,2020,1,23
253,배송도너무 안전하게도착했구요. 칫솔질 했을때 부드럽게 양치가 되는것같아 너무좋았습니다,4,0,0,7,2020,1,23
254,"켄트 칫솔만 쓰다가, 너무 비싸서 가성비 좋은 미세모 칫솔 찾다가 샀는데, 저렴하고 좋네요! 한번 미세모 쓰니깐 일반모는 못쓰겠네요. 그리고디자인만 좀 더 심플해지면 좋을 것 같아요",4,0,0,1,2020,1,23
255,2년째 쓰고 있어요 항상 잘 쓰고 있습니다  디자인도 심플 색깔도 예쁘고 치야는 더욱 잘 닦여요,5,0,0,6,2020,1,23
256,배송 빠르고 좋네요!,5,0,0,3,2020,1,24
257,만족해요^^ 칫솔은 요게 젤루 좋은거같애요,5,0,1,2,2020,1,24
258,좋아요  너무좋아요,5,0,0,1,2020,1,24
259,배송빨라영~칫솔모도부드럽고 주변에도나눠줫는데 다들좋다고하네영^^,5,0,1,7,2020,1,24
260,세번째 구매인데 디자인이 또 바뀌었네요 아이들도 같이 쓰는거라 좋아요,4,1,0,1,2020,1,24
261,모가 얆아서 어금니 구석구석 닦기 좋아요,4,0,0,4,2020,1,24
262,너무 좋아요 교정칫솔~ 매번 병원에서 비싸게 주고 썼는데 여기서 구매한 칫솔이 넘 좋네요 ㅠㅠ!!,5,0,1,6,2020,1,24
263,양이 많아서 한참 쓸거같아요 제 생각보다 미세모가 그렇게 부드럽지는 않아 아쉬워요,4,0,0,1,2020,1,24
264,칫솔질하기 아주 좋아요 편안합니디,5,0,1,1,2020,1,24
265,가성비가 진짜 좋아요,3,1,0,2,2020,1,25
266,칫솔크기가 작아서 좋아요,4,0,0,1,2020,1,25
267,아주아주 인생칫솔 최고에요,5,0,0,1,2020,1,25
268,칫솔 저렴하게 잘삿네요  상품도 좋아요~,5,0,0,2,2020,1,26
269,그립감이 보완되어서  더  좋아졌네요♡  재구매의사있어요~,5,0,0,1,2020,1,26
270,좋아요~ 대량 구매 또 할게요,5,0,0,6,2020,1,26
271,빠른 배송 감사합니다 양도 많고 싸고 좋아요,5,0,0,3,2020,1,26
272,항상 구매하는 제품입니다 너무 좋아요,5,1,1,7,2020,1,26
273,이빨뿐만 아니라 교정장치까지 깨끗이 씻을수 있어서 너무 개운하네요!,5,0,0,6,2020,1,26
274,두번째 구매하는 겁니다 ㅎ 치아가 고르지 않아 이 닦기가 어려운데 잘 닦여지고 양치한 느낌이 나요 !!,5,0,0,7,2020,1,26
275,"지금까지 잘 쓰고 있어요 :) 엄마랑 사용 중인데, 엄마는 잇몸이 좀 약하셔서 다음에 엄마꺼는 부드러운 모로 다시 구매해야 갰어요.",4,0,1,2,2020,1,26
276,진짜 좋습니다ㅎㅎㅎ,5,0,0,2,2020,1,26
277,항상 구매하는 제품입니다 좋아요,5,1,1,3,2020,1,26
278,항상쓰던거예용 좋아요 좋습니다,5,1,0,1,2020,1,26
279,늘 사용하는 칫솔이에요 재구매할거에요,5,0,1,1,2020,1,26
280,빠른배송 감사합니다 설전에 받아서 기분좋네요 ㅎㅎ 칫솔도 괜찬네요 ㅎㅎ,5,0,0,6,2020,1,26
281,교저용 칫솔ㅈ병원에서 비싸서 그매했어요  너무 잔닦이고 좋아요,5,0,1,1,2020,1,26
282,저렴한가격에 여러개 살수 있어서 좋아요,5,0,1,2,2020,1,27
283,치과에서 매번 사기 귀찮아서 많이 찾아보고 샀어요! 고급지게 개별포장되어서 와서 좋았어요! 근데 처음에는 좀 많이 뻣뻣하고 아프더라고요ㅠㅠ 잇몸부분에는 자극적인데 또 교정기에 낀거는 굉장히 잘 빠져서 나름 잘 사용하고 있습니다!! 시간이 좀 지나면 칫솔모가 부드러워지고 적응이 되서 사용하기 좋은 상태가 되더라고요~~!!,3,0,0,3,2020,1,27
284,교정용 칫솔 샀는데 세정력은 좋아요. 근데 문제는 교정기에 살짝만 걸려도 솔이 머리카락 빠지듯이 하나씩 빠지네요 ㅠ,4,0,0,6,2020,1,27
285,칫솔 괜찮아요~ 꾸준히 쓰고 있어요~~,5,1,0,1,2020,1,27
286,"임산부라서 아무 칫솔 쓰는 것이 마음에 좀 걸려서 네이버쇼핑에서 열심히 검색해서 산 제품입니다. 역시 구매평이 많은 제품은 실망시키지를 않네요. 잇몸에 무리도 없고, 좀 과대 포장인 것 같은 칫솔별 헤드 보관 껍데기는 여행갈 때 매우 유용하네요.",4,0,1,7,2020,1,27
287,배송 빠릅니다. 칫솔은 쓸만합니다.,4,0,0,2,2020,1,27
288,매년 구입해서 쓰고 있는데 교정하는 사람들한테 너무 좋습니다!,4,0,1,1,2020,1,27
289,적당히 부드럽고 솔 크기도 적당하고 좋아요~!,5,1,1,2,2020,1,27
290,교정중입니다 2년째 쓰고있는데 좋아요,5,1,0,6,2020,1,27
291,항상 이 칫솔만 구매하네요. 자주갈아주기 넘좋아요~,5,0,0,2,2020,1,27
292,계속 사용 중이에요. 자주 교체해야하는데 가격이 부담스럽지 않아 좋습니다.,5,0,0,2,2020,1,28
293,구석구석 잘 닦이네요 정말 다른 일반 칫솔보다 좋은듯하네요,4,0,1,7,2020,1,28
294,교정기 때문에 부드럽고 잘 닦이는거 찾고 있는데 만족스러워영,5,0,1,2,2020,1,28
295,가성비 갑! 이것만 씁니다,5,1,0,2,2020,1,28
296,아직써보진않았는데 좋을것같아요 ~~,4,0,0,2,2020,1,28
297,"이 제품만 쓴지 오래됐어요 처음에 다니던 치과에서 샀는데, 좋아서 그 다음부턴 직접 구매해서 사용해요. 적당히 부드럽게 잘 닦여요 가격도 품질도 만족입니다.",5,0,0,7,2020,1,29
298,"일반모는 정말 딱딱해서 놀랐어요 처음쓴날 입천장도 닦았는데 입천장이 까졌더라구요,, 좀 쓰면 처음보다는 덜 딱딱한데 그래도 솔이 딱딱해서 ..미세모는 오늘 처음써보았는데 나름 부드럽고 괜찮았어요 사실분들은 슬림모로만 사시는걸 추천드려요 다음에 살때는 슬림모로만 주문해야겠네요",3,0,0,6,2020,1,29
299,생각지도 안은 사은품까지 감사드립니다^^~  푸짐하니 좋습니다^^,5,0,0,2,2020,1,29
300,매번주문해서 사용하고있어요 괜찮은것같아요 배송도 빨라요,5,0,0,2,2020,1,29
301,가성비좋고 배송빨라요~~~~,5,0,0,3,2020,1,29
302,부드럽긴한데 너무빨리 헤지네요.,4,0,0,2,2020,1,29
303,늘 쓰던거라 만족합니다,5,0,0,2,2020,1,29
304,두번째 구매 입니다. 부드럽고 잘 닦여요.초딩생이 써도 됩니다.,5,0,0,1,2020,1,29
305,구석구석 잘 닦여요...,5,0,0,7,2020,1,29
306,미세모가 더 좋은것 같아요,4,0,1,2,2020,1,29
307,지난번에 사고 또 구매했어요 저는 다른 칫솔 쓰고 있어서 잘 모르겠지만 남편이 좋대요 치과에서 쓴다니 믿고 구매합니다,5,1,0,2,2020,1,29
308,칫솔모 부드럽고 좋아요. 잇몸 약한 와이프가 좋아하니 황소이빨같은 저도 무조건 좋습니다.,5,0,0,2,2020,1,29
309,솔의 느낌은 좋은데 가끔씩 부러질때가 있네요ㅠㅠ 앞으로는 살살해야겠어요 ㅎㅎㅎ,4,0,1,1,2020,1,29
310,미세모 아닌걸로 썻엇는데 오자마자 써보니 미세모도 좋네요,5,0,0,1,2020,1,29
311,어긍니 닦는데  좋은거같아요,5,0,0,1,2020,1,29
312,벌써 3년정도 S&G칫솔만 쓰네요. 와이프가 잇몸이 약해 처음써본것이 매번 24개씩 구매해서 우리부부 8개월정도 쓰는거같네요. 가끔 손님들와서 쓰라고주면 다들 칫솔 물어봅니다.좋아요^^,5,0,0,1,2020,1,29
313,배송 good 제품 good 재구매하는 제품이에요,5,0,0,7,2020,1,29
314,잘 도착했어요. 아주 만족합니다. 써보고 좋으면 또 주문할게요.,5,0,0,2,2020,1,29
315,늘사용합니다좋아여요,5,0,0,1,2020,1,29
316,괜찮아요. 쓸만합니다~,4,0,0,1,2020,1,29
317,마트에서 사는것 보다 가격도 좋고 만족합니다 계속 구매할 생각입니다,5,0,1,2,2020,1,29
318,솔이 너무 부드러워 그런지 빨리 망가져요~~,3,0,1,3,2020,1,29
319,치과에서 사용해보고 좋아서 구매했어요 치과보다 저렴하게 구매할수 있어서 좋네요.,5,0,0,7,2020,1,29
320,부드럽고 항상쓰는데 좀일찍 달아서 자주갈아줘야해요,3,1,1,1,2020,1,29
321,좋아요 매번 구매해서 쓰고있습니다,5,0,0,7,2020,1,29
322,교정용 주문 했는데 솔 부드럽고 얇아서 사용하기 편해요~,5,0,1,1,2020,1,29
323,항상 쓰는 칫솔입니다.너무좋아요,4,1,0,2,2020,1,29
324,보통모보다 미세보가 일반모보다 프리미엄이 더 좋네요. 가성비 좋아요,4,1,1,2,2020,1,29
325,잘쓰고있습니다. 신랑도 좋아해요,4,0,1,2,2020,1,29
326,사은품까지 감사 합니다,5,0,0,2,2020,1,29
327,계속 구매하고 사용중이예요 저렴하게 구입했어요,5,1,0,2,2020,1,29
