,내용,날짜
268,치약의 기본향이 입 안을 개운하게 해줘서 맘에 드네요. 입냄새도 덜 나는것같아요,22.03.27.
269,"상쾌하고 거품도 적당히 있어서 좋아요.
마스크 안은 확실히 느낌이 다르네요",22.03.27.
270,늘 사용하는 제품입니다. 다쓰면 재구매 할게요.,22.03.27.
271,이만한 제품이 있나 싶네여ㅎㅎ,22.03.27.
272,이만한 치약 없어요~^^ 굿굿굿,22.03.27.
273,아침에 일어나면 입도 텁텁하고 냄새나서 구입했는데 써보니 좋네요,22.03.26.
274,성분이 괜찮아서 샀어요 잇몸이 예민한편인데 잇몸 질환 많이 나아졌고 구취제거도되네요,22.03.26.
275,늘 사용하던 제품이라 재구매합니다~,22.03.26.
276,잘사용중이에요 만족스러워요,22.03.26.
277,"이 폼클렌져만 씁니다.
좋아용",22.03.26.
278,여기꺼 제품 다 좋아요~!,22.03.26.
279,3년째 퍼펙트 올케어만 사용해오다 시린이 처음 보고 함께주문했어요. 기대합니다^^,22.03.25.
280,시린이에 좋고 거품은 많이 안 나서 아쉽지만 이것만 사용하게 되네요.,22.03.25.
281,가격은 좀 있는거 같지만 하도 좋다는 얘기를 들어서 사봤어요 사용할때 맵지도 않고 향도 은은해요 입냄새도 잘 안나는거같아요 근데 먼가 거품이 잘 안나는거같기도 해요,22.03.25.
282,매워요..! 성분이 좋다고 하니 열심히 잘 써보려구요 !,22.03.25.
283,개운하고무엇보다 청결상태바많이좋아졌어요,22.03.25.
284,유튜브보고 넘어왔습니다 좋은거알아가네요,22.03.25.
285,깔끔하고 괜찮아요 다시 재구매하려구요,22.03.25.
286,웃뎃보고 사서 사용하니 좋은거 같아요,22.03.25.
287,믿고쓰는 라끄시안 치약 너무 좋습니다.,22.03.25.
288,"평소에도 천연치약만을 사용했는데
라끄시안 제품은 용량도 많고 무불소 제품이라
더 신뢰가 가네요ㅎㅎ
아이랑 남편이랑 쓰기도 안전해서 재구매의사있습니다.",22.03.25.
289,라끄시안 천연치약 만족합니다.,22.03.25.
290,라끄시안 사용 이후로 마스크를 써도 냄새가 나지 않아서 계속 사용중예요~,22.03.25.
291,"감사합니다
잘 사용 할께요",22.03.25.
292,잘쓰겠습니당 많이파세용,22.03.25.
293,이가 깨끗해져요 ㅋㅋㅋ이득,22.03.25.
294,"원래는 분홍소금쓰다가 떨어진거 생각못하고
이땡팔땡 급하게 사서 쓰다가
유튜브 보다가 좋아보여서 샀는데
자다가 입안이 텁텁해지고
건조해져서 컥컥대면서 일어나기 일수였는데
라끄시안쓰고 나서는 입안 건조 같은게 좀 덜해진것
같네요. 거품이 많이 안나서 세정력은 잘 모르겠지만
상쾌함이라던지 입안 건조나 텁텁함이 없어
잘쓰고있습니다.",22.03.24.
295,아들 입냄새가 심해서 검색하다 평이좋아서 샀는데 글쎄 솔직히 아직은 잘 모르겠어요...근데 뭐든 3개월이상은 써봐야하는거니까 끈기있게 써보려구요~^^ 많이파세요~~,22.03.24.
296,"완전 만족스러워요 ㅎㅎ
라끄시안 계속 쓸꺼 같아요 !",22.03.24.
297,"과하지 않은 향이 너무 좋네요
자주 쓸거 같아요",22.03.24.
298,"향이 진짜 좋아여 ㅎㅎ
라끄시안 사랑해요 !",22.03.24.
299,"향이 좋습니다
앞으로 자주 쓸거 같아요",22.03.24.
300,"믿고 쓰는 라끄시안 입니다.
만족해용",22.03.24.
301,저렴하게 구매해서 만족합니다,22.03.24.
302,시원함이 장난아니네요,22.03.24.
303,시가 많이 시렸는데 이제품 쓰면서 시린게 사라졌습니다. 좋은 제품 잘 쓰겠습니다.,22.03.24.
304,"마스크쓰면서 입냄새에 예민했었는데 상쾌해졌습니다~~!
양치질하고나서 정말 개운해요",22.03.23.
305,치약 중에 추천할만하네요,22.03.23.
306,잘쓰겠습니다 번창하세요,22.03.23.
307,진짜입이안텁텁해요 굿,22.03.23.
308,afasfasfsfsefef,22.03.23.
309,afasfasfasfsas,22.03.23.
310,"선물받았는데 브랜드 못들어봐서 1년간 안쓰다가 치약 없어서 어쩔수 없이 썼어요
그런데 이게 무슨일!!!
치약의 신세계 발견!!입안이 너무 상쾌해요
술 먹고 다음날 아침에도 이 치약 쓰기전과 후과 달라요ㅎㅎ세트로 구입해서 온 가족과 쓰고있습니다
강추합니다!!",22.03.22.
311,"혓바닥 에 대먼 따까워서 눈물 나올정도요ㅠ
아직 입냄새나. 다른부분 좋은건 모르겠어 요
계속 사용해 볼께료",22.03.22.
312,향 좋네요 이렇게 싸게 많이 살 수 있는 기회가 있다니 감사합니다~!,22.03.22.
313,폼클린저 2개 말구 짜그마한거 하나 더 왔어요,22.03.22.
314,치약 걸리적거리는 느낌없이 깔끔해요 굿굿,22.03.22.
315,만족합니다. 잘 쓸게요 번창하세요,22.03.22.
316,간지 철철 너무 예뻐요,22.03.22.
317,상쾌하고 시원합니다. ㅎ 잇몸이 많이 좋아지고 냄새가 많이 좋아졌어요.!,22.03.22.
318,양치 후 입안이 화~한맛이있어서 개운합니다. 맵기는 좀 맵네요 거품도 거의 나지않고~ 호불호가 있을거같습니다!!,22.03.21.
319,천연치약이라 성분도 좋고 독하지않아서 치아민감한 저한테 딱좋아요,22.03.21.
320,거품은 마니안나지만 입안이개운해지고 좋아요,22.03.21.
321,사용하는 치약인데 저렴하게 구입하여 좋아요.,22.03.21.
322,이번엔 잇몸케어 주문했어요.,22.03.21.
323,거품잘안나도 개운해요,22.03.21.
324,좀 맵지만 좋네요~,22.03.21.
325,우연히 사용해봤는데 입안이 매우 상쾌해지고 깔끔해서 구매하게 되었습니다. 가성비갑♡♡,22.03.21.
326,"잘받았습니다 맘에 들어요 다음에 ""또 주문 할께요",22.03.20.
327,계속 이것 만 흐게 되네요 이제 일반 칫약은 못 쓰겠어요,22.03.20.
328,좀 맵지만 입냄새랑 입이 개운해진 것 같아요,22.03.20.
329,거품은 적지만 뭔가 더 개운한 느낌이에요,22.03.20.
330,냄개 좋아용!!! 샘플 감사함당. 치약두 ㅎ,22.03.20.
331,향이 너무 좋아요 대박 입니다,22.03.20.
332,치약이 좀 묽지만 믿고 씁니다,22.03.20.
333,배송 빨라요 잘 써보겠습니다.,22.03.20.
334,물건 좋고 배송도 빠르니다.,22.03.20.
335,"이치약쓰면 딴치약 못씁니다
개운함이 달라요!",22.03.20.
336,좋아요 좋아요 좋아요 좋아요,22.03.20.
337,"무불소인데 양치하고나서 텁텁함없고 개운ㅎㅎ
아침엔 입냄새도 잘 가시고 산뜻하니 괜찮음",22.03.19.
338,"상큼한 향이 좋아서 잘때마다 뿌리고 있네요
벌써 20퍼센트 정도 썻는데 다시 사야하나...",22.03.19.
339,시원하고 양치후 이물감 없어 좋네요. 향기 나는거 싫어하는데 거의 무향인것도 좋아요~,22.03.19.
340,무불소치약이라고 해서 구매했는데 확실히 상쾌하고 좋네요!입냄새도 많이 좋아진듯요,22.03.19.
341,"피부가 엄청 자극에 민감한데 그래도 적은편이네요
제 경우는 바르자 마자 바로 닦아야 했어요 ㅋㅋ
그래도 거의 순식간에 세척력을 보여주네요
민감하신분은 바르고 바로 행구세요",22.03.19.
342,재구매했네요 여태 이거저거 다 써봤는데 이제 정착할려구요~ 빠른배송 굳~,22.03.19.
343,배송 빨랐어요 구내염에 좋다는 리뷰가 많아서 엄마가 일년동안 고생하셔서 시켜봤어요. 좋아지길 바래요,22.03.19.
344,자고 일어날때 입냄새가 덜해져서 좋네요,22.03.19.
345,입냄새 정말 안나고 깔끔하게 잘닦여요,22.03.19.
346,좋은치약 쓰고싶어서 구매했어요,22.03.19.
347,개운하고 깔끔해서 이것만 써요,22.03.19.
348,좋아요 성분 또 구매할거에요,22.03.19.
349,많이파세영,22.03.19.
350,입냄새 감소 인정 인정입니다!,22.03.19.
351,괜찮아요 괝닪아요 ㅎ,22.03.19.
352,짐 까지 마트서 샀다가 입이 텁텁해서 천연치약 알아보다 샀는데 왜이리 좋은걸 사십후반돼서야 샀는지 너무 후회돼요ㅠ 정말 상쾌하고 입마름없고 개운합니다!!!!,22.03.18.
353,무불소치약이라 애들이랑 같이 쓰려고 샀어요. 맵지도 않은데 양치하고 나면 개운해서 좋아요^^,22.03.18.
354,"두번째 시켜서 중입니다~^^
저혼자쓰다가 식구들 다같이 쓰는데 개운해서 좋아요~~👍",22.03.18.
355,임신때 알게되서 4년째 이것만써요~ 개운하고 입안도 깔끔한맛이 딱 좋아요,22.03.18.
356,"잇몸이 안좋아져서 처음 써보기 시작했는데
닦아보니 입안에 잔여물감이 없이
깔끔한 마무리가 좋아요",22.03.18.
357,"배송도 빠르고 제품도 잘 왔습니다
향기도 좋네요 자기전에 뿌리고 자요",22.03.18.
358,아직 써보진않았지만 후기보고 믿고 구매했습니다ㅎㅎ,22.03.18.
359,양치후 개운하고 쓴맛은 적응이됩니다,22.03.18.
360,"2번째 구매인데 치약이 좋아요
상쾌하고 저녁에 양치하고 다음날 아침 달라요",22.03.18.
361,향도 좋고 끈적임도 없어 좋아요,22.03.18.
362,시원하고 딱 좋은 치약이예요~!,22.03.18.
363,아침마다 상쾌하고 좋아요,22.03.18.
364,좋아요~!잘샀습니다,22.03.18.
365,아즌 좋아요~~!!,22.03.18.
366,자녀들과 같이 사용하려고 샀는데 애들은 강하다고 합니다. 어른들은 좋은거 같습니다.,22.03.18.
367,믿고 구매했습니다~아직은 미사용중입니다~,22.03.18.
368,믿고 구매했습니다~아직 미사용중입니다~,22.03.18.
369,우연히 알게된 치약. 넘좋고 빠른배송 감사합니다.,22.03.18.
370,거품이 너무 안나긴한데 이시린건 많이 개선됐어요,22.03.17.
371,잇몸에는 이 치약이 탁월하게 좋은거 같네요,22.03.17.
372,이치약만써요 상쾌함이다르거든여,22.03.17.
373,아직사용전이라 써보고 올께요,22.03.17.
374,질리지안싸서 너무좋아요,22.03.17.
375,감사합니다. 많이 파세요.,22.03.17.
376,약간 묽어요 참고하세요,22.03.17.
377,개운하고 좋네요 좋아,22.03.17.
378,배송 빠르게 잘 받았습니다. 감사합니다.,22.03.17.
379,좋네요 좋네요 ㅋㅋ,22.03.17.
380,기대반 걱정반 구매했는데 전 향 나쁘지않아요. 엄청시원하고 아침에 일어나면 입안 텁텁한게 확실히 덜해요. 남편은 거품 많이나면 양치하게 불편한데 거품이 적당해서 더 좋다고 하네요,22.03.16.
381,다른분이 사용하는 코튼워시형이 좋아 구입했는데... 상품마다 좀 틀릴수 있는건지 제가 받은건 향이 너무 쎄네요... 지속향도 진하구요,22.03.16.
382,"첨엔 좀 맵지만
적응하다보면ᆢ괜찮아질까요??
6개나 샀는데ᆢ음ᆢ",22.03.16.
383,라끄시안 사용한 이후로 확실히 잇몸 붓는게 없어지고 좋네요 앞으로도 쭉 사용할 마음입니다!,22.03.16.
384,이 치약 쓰고나서 입 속 염증이 많이 줄어든 것 같아요.,22.03.16.
385,"계면활성제가 적은 제품을 찾다가 써봤어요.
구강관리에 신경쓴 제품인거같아요.",22.03.16.
386,저렴한 상품 잘 구입했어요⁵,22.03.16.
387,좋아요 많이 파세요,22.03.16.
388,"뭐야뭐야 이거 왜이렇게 매력적인데 ㅠㅠ
일단 치약은 너무너무 상쾌함
입안에서는 적당한 맵기 인데 코에서 뻥뚤리는 시원함!
굿굿굴 향수는 하나같이 전부 매력적. ㅜㅜ",22.03.16.
389,웃댓 보고 주문하게 되었는데 배송빠르고 포장도 잘되어 있어 만족했는데 일루젼 화이트 향수는 분사하는 부분에 조금 새어나온건지 그냥 뭍은건지 하얀게 좀 많이 뭍어 있어서 그냥 닦고 쓰고 있습니다,22.03.15.
390,"처음에즌 너무 매운데 하디보면
이 매운맛이 상쾌하고 익숙해져요

잇몸아플때도 한두번 양치하면 금방 낫는거같아요

부모님께도 추천드렸어요~",22.03.15.
391,정성스러운 포장과 본품보다 만족스러운 서비스에 감사합니다.하루 사용했는데 개운하고 상쾌한 정도는 불소치약보다 덜하고 양치 후 이질감(양치한지 안한지 모르겠음) 없어 맘에 듬니다,22.03.15.
392,거품이 많이 안 나면서 시원하게 닦인기분이 들어 좋아요.상쾌하네요,22.03.15.
393,천연치과 쓰고 싶어서 주문했어요 사용하고 리뷰남길게요,22.03.15.
394,"깔끔하고 좋아요
무엇보다 좋은 성분이라 안심이예요",22.03.15.
395,아주 좋습니다 너무 좋아요^^,22.03.15.
396,생각보다 좀 아쉽긴해요.,22.03.15.
397,빠른배송 감사드립니다.,22.03.15.
398,빠르게 잘받았습니다. 많이 맵지 않고 거품이 많이 나지 않아요,22.03.15.
399,다좋은데 배송이 ㅠㅠ 너무오래걸리네요..,22.03.15.
400,약간의 미백에도 도움이 되는거 같고 양치하고나면 깔끔해서 아이들도 좋아해 꾸준히 쓰고있어요,22.03.14.
401,배송도 빨랐고 써보니 거품적고 매웠는데 확실히 구취는 덜 나는거 같아요~~개운한 느낌이에요^^,22.03.14.
402,배송 빠르고 가격 저렴하네요. 그리고 무엇보다도 향이 좋아 마음에 듭니다.,22.03.14.
403,시원해서그런지 이거쓰다보면 다른건 못쓸정도.. 그만큼 양치감이 좋습니답,22.03.14.
404,"전 넘 매워요 ㅠㅠ 반대로 아이들은 좋다네요 ^^
개취인듯 합니다",22.03.14.
405,치약은 이것 밖에 안써요 입이 진짜 시원하고 냄새도 잡아주고,22.03.14.
406,"거품이 생각보다 많이나고
매운맛이 덜하네요
좋아요!",22.03.14.
407,원래 이렇게 나가는건가요?.. 당황스럽네요..,22.03.14.
408,너무좋아요 치석도 제거되고 이가 코팅돼요,22.03.14.
409,좋아요! 한달 넘게 잘 쓰는중,22.03.14.
410,너무 좋아요 꼭 써보세요,22.03.14.
411,빠르게 잘받았습니다,22.03.14.
412,잘받았어요 일반치약보다 개운함은 덜하지만 임산부치약들보다는 개운합니다,22.03.14.
413,"뚜껑을 열자마자 향수가 새어나와 있었네요. 향도 그럭저럭이고, 재구매는 없을 것 같습니다.",22.03.13.
414,잇몸에 좋다그래서 구입했구요.. 양치하고나서 입안이 개운하네요,22.03.13.
415,입소문듣구 구매했어요 처음사용해보니 상쾌하네용,22.03.13.
416,"이거쓰다 다른거 못쓰겠어요
넘 개운하고 좋아요",22.03.13.
417,회사에서 쓰고있어요 입냄새 안나고 상쾌해요,22.03.13.
418,웃긴댓글에서 광고하는것처럼 정말 좋아요!,22.03.13.
419,생각한 향기 그대로네요. 너무 만족합니다,22.03.13.
420,웃긴댓글 광고처럼 정말 좋아요!!!!,22.03.13.
421,향도 좋고 개운한 느낌,22.03.13.
422,아주 맘에 들어용 ^_^,22.03.13.
423,"남잔데 여자 향수로 분류된 스노우 화이트 구매했습니다.

향 엄청 달콤한 향 섞였을 줄 알았는데, 좀 묵직한 비누향인데 약간 여성느낌나는 비누향이긴 합니다만,
남자가 써도 부담되지않는 향으로 생각됩니다.

치약서비스로 받아서 써봐야겠습니다.",22.03.12.
424,"치약이 다 떨어져 검색하던중에 후기가 좋아 선택했어요. 아직 사용전이지만 좋을 것 같네요
배송도 빨랐어요",22.03.12.
425,저도 이거만 쓰는데 부모님도 반해버리셔서 정기적으로 사드리려구요:),22.03.12.
426,구내염 달고 살았는데 이 치약 쓰고 안 생겨서 너무 좋아요,22.03.12.
427,기존 치약의 개운함에 익숙해서인지 조금은 어색합니다. 기존 치약과는 다르게 거품이 나질 않아 남의 눈치 살피며 양치하지 않아도 되니 좋습니다.,22.03.12.
428,지속적인 구매!! 개운하고 부담없이 오래가는느낌!,22.03.12.
429,"향 진짜 좋아요!
첨에 뿌리면 좀 별로인데
은은하게 엄청 오래가고 점점 향이 좋아져요!",22.03.12.
