,본문,날짜,리트윗,하트
195,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… usTLR,4월 27일,,1
196,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… usTLR,4월 27일,,
197,드코 이미 포기한 지 오래 + 훌렁훌렁 편하게 다녀올 사람의 무신사털이였다 유채색은 나와 맞지 않아…ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엄마가 무슨 걔네랑 여행가냐고 하심 그럼 나야 좋지,4월 27일,,10
198,데이빗 보위를 어느 디자이너의 뮤즈라고 칭하는 무신사 골드레벨 이창윤,4월 27일,,
199,"날씨가,,, 갑자기 반팔 필요해져서 급하게 무신사 갈김",4월 27일,,2
200,"@zvmzx
 님에게 보내는 답글",4월 27일,,
201,무신사 모델 모작 30분… 실패,4월 27일,,1
202,ㅁㅊ 나도 무신사 포카 당첨됐는데 싸인포카인가보네 언제 배송오지,4월 26일,,
203,"@Lumim_woodz
 님에게 보내는 답글",4월 26일,,1
204,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… kSmaz,4월 26일,,25
205,"@Lumim_woodz
 님에게 보내는 답글",4월 26일,3,263
206,"@gonggong_gg
 님에게 보내는 답글",4월 26일,73,2
207,모든게 뭐랄까 눈에익다했더니 무신사 상위 랭크템들만 장착한게 너무 기여어 별게다 ㄱㅇㅇㅇㅇ... 쇼핑인지 선물인진 몰라두 찰떡이야,4월 26일,1,34
208,"우리 별 무신사

MUSINSA 매거진 
2022년 4월 140호

#유아인 
#무신사 #MUSINSA 
#musinsastandard 
#무신사스탠다드 
#무신사매거진
#우신사 #WUSINSA 
#Yooahin",4월 26일,17,14
209," 210426 선우 엔로그 옷 정보 

브랜드명: 카비시 (CAVISH)
제품명: JAZZ BAND VARSITY JACKET NAVY
가격: 219,000원

무신사스토어: http://mss.kr/2118909?_gf=A",4월 26일,2,2
210,"더보이즈 와릿이즌 오프라인,무신사 포카 양도합니다

선우 0.5

상연 영훈 현재 주연 선우 tbz 더비 미공포 유닛 럭드 소년 블블 디디디 노에어 더스틸러 킹덤 비온킹 라포티셀 스릴라이드 스릴링 미화당 마뮤테 위드 멬스 뮤직스팟 디엠씨 매버릭 오프",4월 26일,1,82
211,"무신사 클린업뷰티 X 로운

#로운 추천 #클린업 뷰티템!
스킨 케어의 시작은 무신사에서

https://instagram.com/p/CcxRfXjvNtL/

#무신사뷰티 #스킨케어 #수분크림 #SF9로운 #김석우 #민감성화장품",4월 26일,35,1
212,무신사 이 미친놈들아 그간 너네한테 쏟아부은 돈이 얼만데 구교완 싸인 포카 하나 안 준단 말이냐 골드회원 무시하는 행위 용납못해 !!,4월 26일,2,
213,"살면서 전민욱처럼 
무신사 스트릿 스냅st 
천쪼가리들 잘 어울리는 남자 처음봄
반박시 엉덩이에 뿔 꽂음",4월 26일,,1
214,"무신사 | 로운×클린업 입점 기념 기획전

이벤트기간: 4/25 - 5/9
경품: 선착순 100명 로운 포토카드(랜덤) 1장 증정

https://store.musinsa.com/app/plan/views/20383…

#로운 #ROWOON #클린업뷰티 #클린업뷰티로운 #무신사",4월 26일,,
215,이거볼때마다 무신사돼서 마음개힌들다,4월 26일,,
216,"오늘 무신사 매장 갔는데..
거긴 내가 존재해선 안될 곳이란 걸 알게 됨.. 무채색의 패션피플 가운데 나 혼자 컬러풀 빈티지 닝겐..것도 작업실 갔다온 직후라 겁나 꼬질쟁이었음..",4월 26일,,4
217,무신사 바지 42인치까지나온다니,4월 26일,73,
218,문짝 덩치 몬스타엑스 몬엑 셔누 민혁 기현 형원 주헌 아이엠 창균 무신사 슈펜 챔피온 본챔스 여름 포카 뮤즈 모델 오프라인 온라인 럭드 미공포 원더월 케타포 마뮤테 위드 사웨 온콘 오프콘 티켓팅 대기 잔여 러쉬아워 리미티드 볼꼬집 볼콕 키노 럽킬 갬블러 판타지아 팔로우 디럭스 유닛 하트치크,4월 26일,3,3
219,"번개장터에서만 살수있는 무신사 마리화나 볼캡
지금 바로 구매하기",4월 26일,,
220," 210426 선우 엔로그 옷 정보 

브랜드명: 카비시 (CAVISH)
제품명: JAZZ BAND VARSITY JACKET NAVY
가격: 219,000원

무신사스토어: http://mss.kr/2118909?_gf=A",4월 26일,2,
221,"남들은 쿠팡, 무신사, 에이블리 이런 곳에서 택배 뻔질나게 받던데 내 탐라 사람들은 항상 멬스 신나라 원더월 케타포 위버스 슴타운",4월 26일,3,
222,"@my_newluv
 님에게 보내는 답글",4월 26일,,4
223,무신사 보다보니까 어째 락스에 한 번 담군 돌무늬티 같아서 정감가네,4월 26일,,1
224,"남들은 쿠팡, 무신사, 에이블리 이런 곳에서 택배 뻔질나게 받던데 내 탐라 사람들은 항상 멬스 신나라 원더월 케타포 위버스 슴타운",4월 26일,,1
225,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… UcTBB,4월 26일,1,1
226,"20대 : 무신사
30대 : 꼼데가르송
딱 이 느낌임",4월 26일,,1
227,무신사 발표를 햇ㅁ단말이야? ㅠ,4월 26일,,
228,님드라... 지연출고 된 사람들 모두 무신사적립금 확인해보세욧,4월 26일,,
229,무신사안사랑해 무신사안사궈,4월 26일,,
230,무신사안사랑해 무신사안사궈,4월 26일,,4
231,"@bari0422
 님에게 보내는 답글",4월 26일,,12
232,우리집 앞에도 프랭크버거 잇다 샠갸 나도 무신사 실버회원임,4월 26일,,2
233,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… UcTBB,4월 26일,1,
234,"20대 : 무신사
30대 : 꼼데가르송
딱 이 느낌임",4월 26일,,
235,무신사 발표를 햇ㅁ단말이야? ㅠ,4월 26일,,2
236,님드라... 지연출고 된 사람들 모두 무신사적립금 확인해보세욧,4월 26일,,
237,"무신사 포카가 도착했어
싸인까지 있다니 감동 심하다
저 죽으면 같이 껴묻거리 해주세요",4월 26일,,
238,무신사 박스 누가 훔쳐가면 어덕하지 나 진짜 신발 너무 보고 싶다 집에 샘플도 옴 좀씀 바지도 옴 미치겠군,4월 26일,,
239,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… ghTMf,4월 26일,,3
240,"무신사 추천인 코드 
[  rd00te  ]",4월 26일,,1
241,무신사외국인모델,4월 26일,,1
242,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… JHsO7,4월 26일,,
243,이거랑 무신사광고 꼭봐야함.......주호민의 만능재주꾼 내웃음지뢰,4월 26일,,1
244,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 http://m.newspic.kr/view.html?nid=2022042514353584881&pn=543&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022042514353584881&utm_source=np220316K8cTT66w… 3YZQl,4월 26일,,
245,"일단 인적사항

이름 서도헌
한국인 남자 24살 188cm 74kg
3월 21일생 양자리 토끼띠
반지만지작거리기가습관
바이올린 베이스 보컬 근데 베이스를 제일 많이
SNS중독 극악의 인스타충 무신사남
뽀뽀랑 뽀뽀중독",4월 26일,,3
246,"@MasterKey_R6S
 님에게 보내는 답글",4월 26일,,1
247,"@skttjals4414
 님에게 보내는 답글",4월 26일,,
248,"@kimzzazza
 님에게 보내는 답글",4월 26일,,1
249,근데기본템 무신사스탠다드 ㄱㅊ다고하더라고요 일단후리스는좋앗음,4월 26일,,1
250,"...이남성의 디스트로이드진은 진짜 [정석]이다.

개말라라서, 그 찢어진부분이 ""여유있게""팔랑거리면서 무릎노출을 한다는 점이. 

다리가 길어서, 바지가 너무 길지 않고 예쁘게 내려온다는점이. 

......,,,,,,뢰알무신사모델재질나서 힘두러",4월 26일,,3
251,"일단 인적사항

이름 서도헌
한국인 남자 24살 188cm 74kg
3월 21일생 양자리 토끼띠
반지만지작거리기가습관
바이올린 베이스 보컬 근데 베이스를 제일 많이
SNS중독 극악의 인스타충 무신사남
뽀뽀랑 뽀뽀중독",4월 26일,,2
252,"@MasterKey_R6S
 님에게 보내는 답글",4월 26일,,4
253,"@ihateyaoi
 님에게 보내는 답글",4월 26일,,1
254,"쌤이랑 커플룩 입는법!
무신사 랭킹 따라 사기",4월 26일,,
255,"택배올거 
올영,노베브,무신사,오어유,라네즈.. 
이걸다 어제 쓴 돈..;;;;;;;;;",4월 26일,2,
256,"우왘 무신사 잡지에서 애들 봄
겁나 방가방가",4월 26일,,
257,이희승 ? 무신사뽀이? 오히려 좋아 정말 잘어울려,4월 26일,,3
258,"기본이 가장 아름다운 남자
그러나 무신사 인기 순위 쓸어담는 남자
""이희승""",4월 25일,,
259,"아 ~~ 옷의 종류를 말씀하시는 걸까요 .. 아님 딱 짚어서 말씀드리면 될까요 .,,. 근데 저 옷 더럽게 못입어서.. 무신사남보다 도움이 못될거 같은데.. 최근에는 무릎을 지나는…

다음은 질문 상자에",4월 25일,,3
260,"아니 나 오늘 진자 개바쁠 예정이라구… 
아침부터 생카 줄 섰다가 무신사 오프 갔다가 성수 이동해서 럭드하고 다시 이태원으로 록시땅 전시회 보고 중간중간 차니가 던지는 생일떡밥 보다가 포토북 구매하고 잠깐 현상소 들리고 케익픽업하러 가면 밤이겠지만 우리집 애기 생일파티도 해야됨",4월 25일,,
261,재료 담고 주문하는 내내 졸았더니 잠이 안와요 아오 이럴때 무신사 켜야함 저는 쇼핑몰 창을 보면 졸리더라고요…?,4월 25일,,
262,"얘들아 나 워커 새로 살라햇는데
이번달 통장에 쓸수잇는돈 2만원 남앗거든(ㅅㅂ)
근데 보니까 무신사 할인쿠폰 30일까지임
주식계좌에 남아잇는 돈 빌리면 살 수는 잇는데 이번달 이미 5만원 꺼내써서 담달에 넣어야댐
이번달 적금만기라 120마넌 정도 생길 예정인데",4월 25일,,
263,무신사 드가면 젤 첫번째 화면에 우리 강강쥬 나옴 ㅠ,4월 25일,,
264,무신사모델이된것같고<ㅆㅂ,4월 25일,,1
265,"아까 생각나서 무신사 들어가보니 다행히 240도 남았구 포카도 남아있었다! 히히 마침 신발 사려고 했는데 다행이야
#슈펜네이비",4월 25일,,9
266,나 반팔 추천해달라고무신사련들아,4월 25일,,2
267,나 반팔 추천해달라고무신사련들아,4월 25일,,7
268,"@mp5jee1
 님에게 보내는 답글",4월 25일,2,1
269,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 골든님 폴라 당첨 넘 축하드…
● 혹시 천러 생카 특전 프리뷰…
● 혹시 그 어제 무신사 라이브…
● 안녕하세요~ 혹시 런쥔이 생…
#질문상자 #익명질문모집중",4월 25일,1,3
270,"@ERain_SW
 님에게 보내는 답글",4월 25일,2,3
271,"이번 스트릿 패션 촬영 너무 성공적인거 같아!!!!

1) 기꼴님이랑 나랑 보정의 체험을 얻었고....

2) 인스타에 스트릿 패션 촬영 게시물 호응이 좋았고

3) 무신사 계열 스트릿 브랜드에서 신상품 런칭 촬영 문의 드리고 싶다고 DM도 받음!!!

진짜 여러모로 기쁘다 ㅠㅠㅠㅠ
@giggol_0202",4월 25일,,
272,아니 이재현 옷장에 본인이 직접 산 옷이라고는 무신사 추리닝바지뿐일거같다,4월 25일,,
273,"[220419] 케이콘 라이브 #세은 옷정보

momeben
bubble puff T-shirt
63,000원
공홈http://momeben.com/product/4th425-%EC%98%88%EC%95%BD%EB%B0%B0%EC%86%A1-bubble-puff-t-shirt/125/…

무신사https://musinsaapp.page.link/jUPz92Z7sN1NDr956…

#STAYC #SEEUN #세은옷 #스테이씨옷 #스테이씨옷장 #staycoutfits",4월 25일,,
274,이거보면무신사댐..,4월 25일,,
275,"뭔가 포멀한 착장 많이 입어줘서 좋은데
그와중에 볼캡이링 가방은 무신사 st 인 거 닳닳핱아,,..,",4월 25일,,1
276,나 지금 돈 없어서 무신사 션민수도 못하는데,4월 25일,,
277,"@monstabebe1230
 님에게 보내는 답글",4월 25일,,1
278,"와릿이즌 이번에도 똑같이
공홈 ver 오프/무신사 ver 
일케 나뉘는건가?
혹시 아시는 분.. 공홈이랑 무신사에서 사면 되는지..",4월 25일,,
279,나 지금 무신사 가입하려구 하는데 추천인코드 줄 사람?,4월 25일,,
280,반팔입어야하는거 부정하고싶어서 맨투맨입고 나갔다가 등땀폭격맞고 울면서 무신사뒤지는중,4월 25일,,
281,"좋아요오천개넘는무신사스냅샷같이 나옴!!!!
심스트릿자윤 멍좋다...",4월 25일,,
282,"@Solyeadam
 님에게 보내는 답글",4월 25일,,
283,"올품절인가봐요 
무신사 없으면 보통 잘 없기는 합니다 주륵…",4월 25일,,
284,"@aceghknu
 님에게 보내는 답글",4월 25일,,
285,무신사 갑자기 출고..,4월 25일,,6
286,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다,4월 25일,,
287,“사람이 동력” 무신사 조직문화 더 ‘유연’해진다 -,4월 25일,,
288,어...? 무신사 애용자s,4월 25일,4,
289,"@MSX_sajangnim
 님에게 보내는 답글",4월 25일,,
290,양정인 무신사현대카드있을까,4월 25일,,1
291,"220425 곽윤기 군대스리가 첫촬영_맨투맨
상품명: 마르디 메르크디-SWEATSHIRT DDANJI_GREY
가격: 75000원(무신사 할인 가능)

닥스훈트를 사랑하는 과귱기...

https://musinsaapp.page.link/gZSjYYRSd5VVmf1H8…",4월 25일,,
292,짱인녀 중학생 때까지 언니(or오빠) 옷 주워입고 다녔는데 고1 때 인쇼 피팅모델 캐스팅 당해서 알바 잠깐 해 본 이후로 관심 생겨서 무신사 수인 발현할 듯...,4월 25일,,
293,"【  】
#무신사 #MUSINSA 
[NIKE] 나이키 덩크 로우 오프화이트 로트1 ─ 2022-04-28 00:00:00 응모 | 1,700,000원 → 1,000원 (99%) 
 https://musinsa.com/event/raffles/371… 
 
#Sneakers #스니커즈 
#Raffle #래플 #DRAW #드로우",4월 25일,,
294,"【  】
#무신사 #MUSINSA 
[DOUBLE RL] 가먼트다이 트윌 볼 캡 - 레드 ─ 2022-04-28 11:00:00 응모 | 1,000,000원 → 1,000원 (99%) 
 https://musinsa.com/event/raffles/370… 
 
#Sneakers #스니커즈 
#Raffle #래플 #DRAW #드로우",4월 25일,,"1,847"
295,"@myluvMH
 님에게 보내는 답글",4월 25일,,
296,"@EwangWW_twst
 님에게 보내는 답글",4월 25일,,1
297,"역시 1등 브랜드 슈펜이양
무신사 구매 쌤들 쿠폰도 꼭 챙기기!",4월 25일,813,
298,"역시 1등 브랜드 슈펜이양
무신사 구매 쌤들 쿠폰도 꼭 챙기기!",4월 25일,,597
299,"@SANSAM923
 님에게 보내는 답글",4월 25일,,
300,"몬베베들,,,이게 무슨 일이야!!!
 벌써 무신사 1등을 해버렸어!!!!!!

지금 우리 다들 난리야!!
나두 지금 급하게 결제하자마자 슈둥이들한테 줄 상품 + 포카 패킹하러 가는중!!!

정말 최고야!! 

혹시 모르니 무신사 링크 남겨놓을게!
https://bit.ly/3vIoa7a

#슈펜 #몬스타엑스 #민혁",4월 25일,,1
301,"@tosooniii_
 님에게 보내는 답글",4월 25일,220,"1,371"
302,"@_URanything____
 님에게 보내는 답글",4월 25일,,4
303,에엥 여러분 아까 무신사 쿠폰 적용 오류 였나봐요 혹시 하고 다시 결제해보니까 쿠폰 적용됐어요!!,4월 25일,,
304,"결제 완료!!!!
저도 급하게 회의 중에 몰래 결제!!!

포카 겟! 하실 수 있는 사이트 정리해드릴게요!
다들 어서 겟겟!!!

1. 이랜드몰 : https://bit.ly/3OD05XR

2. 무신사 : https://bit.ly/3vIoa7a

3. 슈펜 홍대점(오프라인)

#슈펜 #몬스타엑스",4월 25일,648,
305,무신사 슈펜 포카 재고 전ㄴ~~나 많네,4월 25일,,
306,얘드라 무신사에서 살려고 햇는데 나 무신사 처음 써봐 이거 어케 하는거에요,4월 25일,,
307,"D-DAY 

4월 25일(월) 오전 11:00~
 
 슈탠다드 네이비 출시기념 5% + 5% 혜택

 무신사, 슈펜 공식몰 (이랜드몰), 슈펜 홍대점에서 포토카드 이벤트 진행

 민혁님이 착용 중인 상품 중 한 상품 구매 시 
포토카드 3종 1세트 증정

 포토카드 증정은 주문번호 1개당 1세트 증정",4월 25일,,
308,오늘 무신사 래플 비싼 놈이다,4월 25일,,
309,헤헤 화이트 스니커즈 필요해서 산거임…ㅎㅎㅎ 슈펜  무신사 생일쿠폰 이런거 저런거 써서 23572원에 겟,4월 25일,,
310,"나 오늘 집 오면서 무신사 랭킹털이 햇는데
좋아요 박은 것만 삼십개임 ㅁㅊ나
근데 그 중에 열개가 바지야…
아니군데 넘옙부더라고???",4월 25일,,1
311,"더보이즈 와릿이즌 오프라인 대리구매 합니다
27일 수요일 오픈시간 전에 갈 예정 입니다!

이번에는 온오프 동일하게 10종 중 랜덤 2장이라 확률 높이기 하려고 진행합니다

저번 와릿이즌 1순위 다 맞춰드렸었어요!
수고비 적어서 디엠주세용

무신사 온라인 공홈",4월 25일,,2
